Company_Name,Product_Name,Product_Category,Technology_Type,Market_Segment,Revenue(Millions),R&D_Expenditure(Millions),Market_Share(Percentage),Number_of_Employees,Industry_Focus,Country,City,Year_Founded,Partnership_Status,Customer_Satisfaction_Index
"AeroTech Innovate   ","SkyNaut             ","Aerospace Tech   ","IoT              ","B2B             ",85,25,20,950,"Aerospace            ","China         ","Shenzhen      ",2006,"Active               ",4.8
"AgriTech Dynamics   ","AgriMonitor         ","AgriTech         ","IoT              ","Agriculture     ",42,10,12,500,"Agriculture          ","Mexico        ","Monterrey     ",2010,"Inactive            ",4.4
"TechInnovate      ","QuantumSolutions   ","Software         ","Quantum Computing ","B2B              ",120,25,15,800,"IT Services          ","USA            ","San Francisco ",2005,"Active             ",4.5
"RoboTech          ","AutoPilot Systems   ","Robotics         ","AI               ","Manufacturing    ",90,18,12,600,"Automotive          ","Germany        ","Berlin        ",2010,"In Progress        ",4.2
"CloudGenius       ","CloudConnect        ","Cloud Services   ","Cloud Computing  ","Enterprise       ",200,40,20,1200,"Technology          ","UK             ","London        ",2012,"Active             ",4.8
"HealthTech360     ","MediCare Suite      ","Health Tech       "," AI, IoT          ","Healthcare       ",55,12,10,500,"Health Services      ","Canada         ","Toronto       ",2011,"Completed          ",4.6
"EcoEnergy         ","GreenPower Systems  ","Renewable Energy ","Green Tech        ","Energy           ",35,8,8,400,"Energy              ","Australia      ","Sydney        ",2008,"Active             ",4.3
"DataDynamicsCorp  ","DataInsight         ","Big Data          ","Data Analytics   ","Finance          ",80,15,18,900,"Financial Services   ","France         ","Paris         ",2007,"Active             ",4.4
"RoboPetCare       ","PetBot              ","Robotics         "," AI, Robotics     ","Consumer         ",25,5,5,300,"Pet Care            ","Japan          ","Tokyo         ",2015,"Completed          ",4
"EduTechSolutions  ","LearnHub            ","EdTech           "," AI, E-Learning   ","Education        ",40,10,10,500,"Education           ","India          ","Mumbai        ",2013,"Active             ",4.7
"SecureSys         ","CyberShield         ","Cybersecurity    ","Security         ","B2G              ",70,14,15,700,"Government          ","South Korea    ","Seoul         ",2009,"Active             ",4.5
"AgriInnovate      ","SmartHarvest        ","AgTech           "," IoT, Agriculture ","Agriculture      ",30,6,7,350,"Agriculture         ","Brazil         ","Sao Paulo     ",2014,"Completed          ",4.2
"TechCommerce      ","E-Store Solutions   ","E-Commerce       "," SaaS, E-Commerce ","SMB              ",50,12,9,450,"Retail              ","Spain          ","Barcelona     ",2010,"In Progress        ",4.6
"AeroTech          ","FlightCommand       ","Aerospace        "," AI, Aerospace    ","B2B              ",110,20,22,1000,"Aerospace           ","USA            ","Los Angeles   ",2006,"Active             ",4.4
"AutoConnect       ","AutoLink            ","Automotive       "," IoT, Connectivity","Consumer         ",60,10,12,600,"Automotive          ","Italy          ","Milan         ",2012,"Active             ",4.3
"FinovaTech        ","FinCloud            ","FinTech          ","Blockchain       ","Finance          ",90,18,16,800,"Financial Services   ","Singapore      ","Singapore     ",2007,"In Progress        ",4.8
"MedInnovations    ","MediScan            ","MedTech          "," AI, Medical      ","Healthcare       ",45,8,10,550,"Health Services      ","USA            ","Boston        ",2013,"Active             ",4.5
"RoboHome          ","SmartLiving         ","Smart Home       "," IoT, Home Automation","Consumer       ",28,6,6,350,"Home Automation     ","Canada         ","Vancouver     ",2016,"Completed          ",4.1
"QuantumMind       ","QuantumLearn        ","EdTech           ","Quantum Computing","Education        ",55,12,10,500,"Education           ","Germany        ","Munich        ",2011,"In Progress        ",4.7
"SecureBank        ","CryptoGuard         ","FinTech          ","Cryptocurrency   ","Finance          ",75,15,14,700,"Financial Services   ","USA            ","New York      ",2009,"Active             ",4.6
"AgroTech          ","SmartFarm           ","AgTech           "," IoT, Agriculture ","Agriculture      ",33,7,8,400,"Agriculture         ","Australia      ","Melbourne     ",2015,"Active             ",4.3
"TechGlobe         ","GlobalConnect       ","Connectivity     "," 5G, IoT          ","B2B              ",95,20,18,900,"Technology          ","UK             ","Manchester    ",2008,"Completed          ",4.4
"BioTechCure       ","GeneCure            ","Biotech          "," CRISPR, Gene Therapy ","Healthcare    ",65,12,14,650,"Biotechnology       ","Switzerland    ","Zurich        ",2010,"In Progress        ",4.5
"EduGames          ","LearnPlay           ","EdTech           ","Gamification     ","Education        ",38,8,9,450,"Education           ","Brazil         ","Rio de Janeiro ",2012,"Active             ",4.2
"AeroLogistics     ","DroneLog            ","Logistics        "," AI, Drones       ","B2B              ",78,15,16,750,"Logistics           ","Japan          ","Osaka         ",2006,"Active             ",4.7
"AquaTech          ","AquaMonitor         ","Environmental    "," IoT, Water Management",Environmental,40,9,10,500,"Environmental       ","South Africa   ","Cape Town     ",2013,"Completed          ",4.6
"SecureGov         ","GovShield           ","Cybersecurity    ","Security         ","B2G              ",85,16,17,850,"Government          ","Canada         ","Ottawa        ",2007,"Active             ",4.4
"FinTrade          ","TradeConnect        ","FinTech          ","Blockchain       ","Finance          ",88,18,16,800,"Financial Services   ","India          ","Delhi         ",2009,"Completed          ",4.8
"RoboHealth        ","HealthAssist        ","Health Tech       "," Robotics, AI     ","Healthcare       ",50,10,12,600,"Health Services      ","Australia      ","Brisbane      ",2011,"Active             ",4.3
"TechBazaar        ","E-Marketplace       ","E-Commerce       "," SaaS, Marketplace","SMB              ",55,12,10,500,"Retail              ","USA            ","Seattle       ",2014,"Active             ",4.5
"GreenTech         ","EcoSolutions        ","Green Tech       ","Renewable Energy ","Energy           ",42,8,9,450,"Energy              ","Germany        ","Hamburg       ",2008,"In Progress        ",4.1
"EduSkill          ","SkillHub            ","EdTech           "," AI, Skill Training","Education        ",32,7,8,400,"Education           ","Singapore      ","Singapore     ",2015,"Active             ",4.2
"AutoSmart         ","DriveAssist         ","Automotive       "," AI, Automotive   ","Consumer         ",70,15,16,750,"Automotive          ","South Korea    ","Busan         ",2006,"Active             ",4.6
"FinSecure         ","CryptoVault         ","FinTech          ","Cryptocurrency   ","Finance          ",92,20,18,900,"Financial Services   ","France         ","Lyon          ",2005,"Completed          ",4.7
"MedConnect        ","HealthLink          ","MedTech          "," IoT, Telemedicine","Healthcare       ",48,9,11,550,"Health Services      ","Brazil         ","Brasilia      ",2010,"Active             ",4.4
"AgroHarvest       ","SmartAgro           ","AgTech           "," IoT, Agriculture ","Agriculture      ",28,6,7,350,"Agriculture         ","Italy          ","Rome          ",2014,"Active             ",4
"TechExpress       ","RapidConnect        ","Connectivity     "," 5G, IoT          ","B2B              ",100,22,20,1200,"Technology          ","India          ","Mumbai        ",2007,"Active             ",4.8
"BioMedTech        ","NanoCure            ","Biotech          ","Nanotechnology   ","Healthcare       ",60,14,15,700,"Biotechnology       ","Australia      ","Perth         ",2009,"In Progress        ",4.3
"EduPlay           ","EduGames            ","EdTech           ","Gamification     ","Education        ",35,7,8,400,"Education           ","Japan          ","Tokyo         ",2012,"Active             ",4.5
"AutoLink          ","SmartDrive          ","Automotive       "," AI, Connectivity ","Consumer         ",75,16,15,700,"Automotive          ","Spain          ","Madrid        ",2008,"Active             ",4.2
"FinEdge           ","EdgeCrypto          ","FinTech          ","Blockchain       ","Finance          ",85,18,17,850,"Financial Services   ","South Africa   ","Johannesburg  ",2011,"Completed          ",4.6
"RoboMed           ","MediBot             ","Health Tech       "," Robotics, AI     ","Healthcare       ",55,12,12,600,"Health Services      ","Canada         ","Montreal      ",2006,"Active             ",4.4
"AgroTech          ","SmartCrops          ","AgTech           "," IoT, Agriculture ","Agriculture      ",40,8,9,450,"Agriculture         ","Germany        ","Frankfurt     ",2013,"Active             ",4.3
"TechPulse         ","PulseConnect        ","Connectivity     "," 5G, IoT          ","B2B              ",95,20,18,900,"Technology          ","USA            ","Chicago       ",2009,"Active             ",4.4
"BioGenius         ","GeneTherapy         ","Biotech          "," CRISPR, Gene Therapy ","Healthcare    ",70,15,14,700,"Biotechnology       ","UK             ","Birmingham    ",2010,"Active             ",4.5
"EduTechPro        ","EduSolve            ","EdTech           "," AI, Edutainment  ","Education        ",45,10,11,550,"Education           ","Brazil         ","Belo Horizonte",2014,"Completed          ",4.2
"TechSolutions      ","DataHub Pro      ","Big Data         ","Analytics        ","Enterprise     ",85,15,18,700,"IT Services          ","USA          ","New York  ",2005,"Strategic Partner    ",4.7
"InnovateSoft       ","CloudConnect      ","Cloud Services   ","Cloud Computing  ","B2B            ",120,25,23,1100,"Technology           ","Germany      ","Berlin    ",2010,"Reseller            ",4.5
"SmartTech          ","SmartOffice Suite ","Software         ","SaaS             ","SMB            ",45,8,12,500,"Business Services    ","Canada       ","Toronto   ",2008,"Partner             ",4.2
"CyberGuard         ","SecureNet         ","Cybersecurity    ","Security         ","B2G            ",65,12,15,800,"Government           ","UAE          ","Dubai     ",2012,"Supplier            ",4.4
"RoboInnovations    ","RoboAssistant     ","Robotics         ","AI               ","Consumer       ",30,10,8,300,"Electronics          ","Japan        ","Tokyo     ",2015,"Joint Venture        ",4
"DataDrivenInsights  ","Insight360        ","Analytics        ","Big Data         ","Finance        ",75,20,22,900,"Financial Services   ","UK           ","London    ",2007,"Reseller            ",4.6
"EcoEnergy          ","GreenPower        ","Renewable Energy ","Green Tech       ","Energy         ",55,13,14,600,"Energy              ","Australia    ","Sydney    ",2011,"Strategic Partner    ",4.3
"HealthInnovate     ","HealthConnect     ","Health Tech       ","Health Tech      ","Healthcare     ",70,18,20,750,"Healthcare          ","Mexico       ","Mexico City",2009,"Partner             ",4.5
"TechPulse          ","PulseTracker      ","Wearables        ","IoT              ","Consumer       ",25,7,10,250,"Electronics          ","USA          ","San Francisco ",2013,"Reseller            ",4.1
"QuantumSystems     ","QuantumCloud      ","Quantum Computing","Quantum Computing","Enterprise     ",90,30,25,1200,"Technology           ","Canada       ","Vancouver ",2014,"Strategic Partner    ",4.8
"VisionaryTech      ","VisionAI          ","AI Solutions      ","AI              ","Enterprise     ",110,22,21,1000,"Technology           ","Germany      ","Munich    ",2006,"Joint Venture        ",4.7
"MobileInnovations  ","MobileSecure      ","Mobile Security   ","Security         ","B2B            ",40,8,13,450,"Technology           ","USA          ","Los Angeles ",2010,"Reseller            ",4.3
"FutureTech         ","FutureConnect     ","IoT Solutions     ","IoT              ","B2B            ",80,15,19,850,"Technology           ","Australia    ","Melbourne ",2012,"Joint Venture        ",4.6
"GlobalAnalytics    ","GlobalInsights    ","Data Analytics    ","Analytics        ","Enterprise     ",95,18,20,950,"Business Services    ","UK           ","Manchester ",2008,"Reseller            ",4.4
"SecureComm         ","SecureConnect      ","Networking       ","Networking      ","B2G            ",50,12,16,600,"Government           ","UAE          ","Abu Dhabi ",2011,"Supplier            ",4.2
"RoboTech           ","RoboVision        ","Robotics         ","AI               ","Consumer       ",28,9,9,320,"Electronics          ","Japan        ","Osaka     ",2016,"Reseller            ",4
"FinancialInsight   ","FinTechSuite      ","Fintech          ","Blockchain       ","Finance        ",60,15,17,700,"Financial Services   ","Canada       ","Montreal  ",2009,"Partner             ",4.5
"HealthGuard        ","HealthShield      ","Health Tech       ","Health Tech      ","Healthcare     ",75,20,22,850,"Healthcare          ","Mexico       ",Guadalajara,2013,"Strategic Partner    ",4.7
"TechVision         ","Vision360         ","Augmented Reality","AR              ","Consumer       ",32,10,11,350,"Electronics          ","USA          ","Seattle   ",2014,"Reseller            ",4.2
"CloudInnovate      ","CloudScale        ","Cloud Services    ","Cloud Computing  ","Enterprise     ",100,25,24,1100,"Technology           ","Germany      ","Frankfurt ",2005,"Joint Venture        ",4.9
"SmartSolutions     ","SmartERP          ","ERP Solutions     ","ERP              ","B2B            ",50,10,14,600,"Business Services    ","Canada       ","Vancouver ",2007,"Reseller            ",4.3
"CyberDefender      ","CyberGuardian     ","Cybersecurity    ","Security         ","B2G            ",70,15,19,750,"Government           ","UAE          ","Sharjah   ",2010,"Supplier            ",4.6
"RoboInvent         ","RoboGrip          ","Robotics         ","AI               ","Consumer       ",35,12,10,400,"Electronics          ","Japan        ","Nagoya    ",2015,"Reseller            ",4.1
"DataMinds          ","MindSync          ","AI Solutions      ","AI              ","Enterprise     ",120,30,26,1300,"Technology           ","UK           ","Edinburgh ",2006,"Strategic Partner    ",4.8
"GreenTechEnergy    ","EcoPower          ","Renewable Energy ","Green Tech       ","Energy         ",50,10,13,550,"Energy              ","Australia    ","Brisbane  ",2012,"Joint Venture        ",4.4
"HealthConnect      ","TeleHealth        ","Health Tech       ","Health Tech      ","Healthcare     ",80,18,20,900,"Healthcare          ","Mexico       ","Monterrey ",2008,"Reseller            ",4.5
"InfoPulse          ","InfoSync          ","IoT Solutions     ","IoT              ","B2B            ",90,20,22,1000,"Technology           ","USA          ","Boston    ",2011,"Partner             ",4.7
"QuantumSys         ","QuantumHub        ","Quantum Computing","Quantum Computing","Enterprise     ",110,25,23,1200,"Technology           ","Canada       ","Toronto   ",2009,"Reseller            ",4.9
"VisionTech         ","VisionX           ","AI Solutions      ","AI              ","Enterprise     ",100,22,21,1100,"Technology           ","Germany      ","Hamburg   ",2013,"Strategic Partner    ",4.6
"MobileSecure       ","MobileGuard        ","Mobile Security   ","Security         ","B2B            ",45,8,12,500,"Technology           ","USA          ","Chicago   ",2007,"Reseller            ",4.2
"FutureConnect      ","FutureNet          ","IoT Solutions     ","IoT              ","B2B            ",75,15,18,800,"Technology           ","Australia    ","Perth     ",2014,"Joint Venture        ",4.4
"GlobalInsights     ","DataScope          ","Data Analytics    ","Analytics        ","Enterprise     ",80,18,19,850,"Business Services    ","UK           ",Birmingham,2010,"Reseller            ",4.3
"SecureNetwork      ","SecureLink         ","Networking       ","Networking      ","B2G            ",55,12,15,700,"Government           ","UAE          ","Ajman     ",2008,"Supplier            ",4.1
"RoboTech           ","RoboGaze          ","Robotics         ","AI               ","Consumer       ",30,9,9,320,"Electronics          ","Japan        ","Fukuoka   ",2017,"Reseller            ",4
"FinTech360         ","FinSys            ","Fintech          ","Blockchain       ","Finance        ",65,15,17,750,"Financial Services   ","Canada       ","Toronto   ",2012,"Partner             ",4.5
"HealthGuard        ","HealthSafety       ","Health Tech       ","Health Tech      ","Healthcare     ",90,20,22,900,"Healthcare          ","Mexico       ","Mexico City",2009,"Strategic Partner    ",4.8
"TechView           ","Visionary          ","Augmented Reality","AR              ","Consumer       ",35,10,11,350,"Electronics          ","USA          ","Austin    ",2015,"Reseller            ",4.2
"CloudScale         ","CloudHub           ","Cloud Services    ","Cloud Computing  ","Enterprise     ",120,25,24,1100,"Technology           ","Germany      ","Cologne   ",2006,"Joint Venture        ",4.9
"SmartERP           ","SmartBiz           ","ERP Solutions     ","ERP              ","B2B            ",55,10,14,600,"Business Services    ","Canada       ","Toronto   ",2008,"Reseller            ",4.3
"CyberGuardian      ","CyberDefender      ","Cybersecurity    ","Security         ","B2G            ",80,15,19,800,"Government           ","UAE          ","Dubai     ",2010,"Supplier            ",4.6
"RoboGrip           ","RoboTech           ","Robotics         ","AI               ","Consumer       ",40,12,10,400,"Electronics          ","Japan        ","Kobe      ",2015,"Reseller            ",4.1
"MindSync           ","DataMinds          ","AI Solutions      ","AI              ","Enterprise     ",130,30,26,1300,"Technology           ","UK           ","London    ",2007,"Strategic Partner    ",4.8
"EcoPower           ","GreenEnergy        ","Renewable Energy ","Green Tech       ","Energy         ",60,10,13,550,"Energy              ","Australia    ","Adelaide  ",2011,"Joint Venture        ",4.4
"TeleHealth         ","HealthConnect      ","Health Tech       ","Health Tech      ","Healthcare     ",85,18,20,850,"Healthcare          ","Mexico       ",Guadalajara,2013,"Reseller            ",4.5
"InfoSync           ","InfoPulse          ","IoT Solutions     ","IoT              ","B2B            ",95,20,22,1000,"Technology           ","USA          ","Chicago   ",2011,"Partner             ",4.7
"QuantumHub         ","QuantumSys         ","Quantum Computing","Quantum Computing","Enterprise     ",120,25,23,1200,"Technology           ","Canada       ","Toronto   ",2009,"Reseller            ",4.9
"VisionX            ","VisionTech         ","AI Solutions      ","AI              ","Enterprise     ",110,22,21,1100,"Technology           ","Germany      ","Munich    ",2013,"Strategic Partner    ",4.6
"MobileGuard        ","MobileSecure       ","Mobile Security   ","Security         ","B2B            ",55,8,12,500,"Technology           ","USA          ","Los Angeles ",2007,"Reseller            ",4.2
"FutureNet          ","FutureConnect      ","IoT Solutions     ","IoT              ","B2B            ",80,15,18,800,Technology,India,"New Delhi",2010,Supplier,4.8
"TechSolutions      ","DataHub Pro      ","Big Data         ","Analytics        ","Enterprise     ",85,15,18,700,"IT Services          ","USA          ","New York  ",2005,"Strategic Partner    ",4.7
"InnovateSoft       ","CloudConnect      ","Cloud Services   ","Cloud Computing  ","B2B            ",120,25,23,1100,"Technology           ","Germany      ","Berlin    ",2010,"Reseller            ",4.5
"SmartTech          ","SmartOffice Suite ","Software         ","SaaS             ","SMB            ",45,8,12,500,"Business Services    ","Canada       ","Toronto   ",2008,"Partner             ",4.2
"CyberGuard         ","SecureNet         ","Cybersecurity    ","Security         ","B2G            ",65,12,15,800,"Government           ","UAE          ","Dubai     ",2012,"Supplier            ",4.4
"RoboInnovations    ","RoboAssistant     ","Robotics         ","AI               ","Consumer       ",30,10,8,300,"Electronics          ","Japan        ","Tokyo     ",2015,"Joint Venture        ",4
"DataDrivenInsights  ","Insight360        ","Analytics        ","Big Data         ","Finance        ",75,20,22,900,"Financial Services   ","UK           ","London    ",2007,"Reseller            ",4.6
"EcoEnergy          ","GreenPower        ","Renewable Energy ","Green Tech       ","Energy         ",55,13,14,600,"Energy              ","Australia    ","Sydney    ",2011,"Strategic Partner    ",4.3
"HealthInnovate     ","HealthConnect     ","Health Tech       ","Health Tech      ","Healthcare     ",70,18,20,750,"Healthcare          ","Mexico       ","Mexico City",2009,"Partner             ",4.5
"TechPulse          ","PulseTracker      ","Wearables        ","IoT              ","Consumer       ",25,7,10,250,"Electronics          ","USA          ","San Francisco ",2013,"Reseller            ",4.1
"QuantumSystems     ","QuantumCloud      ","Quantum Computing","Quantum Computing","Enterprise     ",90,30,25,1200,"Technology           ","Canada       ","Vancouver ",2014,"Strategic Partner    ",4.8
"VisionaryTech      ","VisionAI          ","AI Solutions      ","AI              ","Enterprise     ",110,22,21,1000,"Technology           ","Germany      ","Munich    ",2006,"Joint Venture        ",4.7
"MobileInnovations  ","MobileSecure      ","Mobile Security   ","Security         ","B2B            ",40,8,13,450,"Technology           ","USA          ","Los Angeles ",2010,"Reseller            ",4.3
"FutureTech         ","FutureConnect     ","IoT Solutions     ","IoT              ","B2B            ",80,15,19,850,"Technology           ","Australia    ","Melbourne ",2012,"Joint Venture        ",4.6
"GlobalAnalytics    ","GlobalInsights    ","Data Analytics    ","Analytics        ","Enterprise     ",95,18,20,950,"Business Services    ","UK           ","Manchester ",2008,"Reseller            ",4.4
"SecureComm         ","SecureConnect      ","Networking       ","Networking      ","B2G            ",50,12,16,600,"Government           ","UAE          ","Abu Dhabi ",2011,"Supplier            ",4.2
"RoboTech           ","RoboVision        ","Robotics         ","AI               ","Consumer       ",28,9,9,320,"Electronics          ","Japan        ","Osaka     ",2016,"Reseller            ",4
"FinancialInsight   ","FinTechSuite      ","Fintech          ","Blockchain       ","Finance        ",60,15,17,700,"Financial Services   ","Canada       ","Montreal  ",2009,"Partner             ",4.5
"HealthGuard        ","HealthShield      ","Health Tech       ","Health Tech      ","Healthcare     ",75,20,22,850,"Healthcare          ","Mexico       ",Guadalajara,2013,"Strategic Partner    ",4.7
"TechVision         ","Vision360         ","Augmented Reality","AR              ","Consumer       ",32,10,11,350,"Electronics          ","USA          ","Seattle   ",2014,"Reseller            ",4.2
"CloudInnovate      ","CloudScale        ","Cloud Services    ","Cloud Computing  ","Enterprise     ",100,25,24,1100,"Technology           ","Germany      ","Frankfurt ",2005,"Joint Venture        ",4.9
"SmartSolutions     ","SmartERP          ","ERP Solutions     ","ERP              ","B2B            ",50,10,14,600,"Business Services    ","Canada       ","Vancouver ",2007,"Reseller            ",4.3
"CyberDefender      ","CyberGuardian     ","Cybersecurity    ","Security         ","B2G            ",70,15,19,750,"Government           ","UAE          ","Sharjah   ",2010,"Supplier            ",4.6
"RoboInvent         ","RoboGrip          ","Robotics         ","AI               ","Consumer       ",35,12,10,400,"Electronics          ","Japan        ","Nagoya    ",2015,"Reseller            ",4.1
"DataMinds          ","MindSync          ","AI Solutions      ","AI              ","Enterprise     ",120,30,26,1300,"Technology           ","UK           ","Edinburgh ",2006,"Strategic Partner    ",4.8
"GreenTechEnergy    ","EcoPower          ","Renewable Energy ","Green Tech       ","Energy         ",50,10,13,550,"Energy              ","Australia    ","Brisbane  ",2012,"Joint Venture        ",4.4
"HealthConnect      ","TeleHealth        ","Health Tech       ","Health Tech      ","Healthcare     ",80,18,20,900,"Healthcare          ","Mexico       ","Monterrey ",2008,"Reseller            ",4.5
"InfoPulse          ","InfoSync          ","IoT Solutions     ","IoT              ","B2B            ",90,20,22,1000,"Technology           ","USA          ","Boston    ",2011,"Partner             ",4.7
"QuantumSys         ","QuantumHub        ","Quantum Computing","Quantum Computing","Enterprise     ",110,25,23,1200,"Technology           ","Canada       ","Toronto   ",2009,"Reseller            ",4.9
"VisionTech         ","VisionX           ","AI Solutions      ","AI              ","Enterprise     ",100,22,21,1100,"Technology           ","Germany      ","Hamburg   ",2013,"Strategic Partner    ",4.6
"MobileSecure       ","MobileGuard        ","Mobile Security   ","Security         ","B2B            ",45,8,12,500,"Technology           ","USA          ","Chicago   ",2007,"Reseller            ",4.2
"FutureConnect      ","FutureNet          ","IoT Solutions     ","IoT              ","B2B            ",75,15,18,800,"Technology           ","Australia    ","Perth     ",2014,"Joint Venture        ",4.4
"GlobalInsights     ","DataScope          ","Data Analytics    ","Analytics        ","Enterprise     ",80,18,19,850,"Business Services    ","UK           ",Birmingham,2010,"Reseller            ",4.3
"SecureNetwork      ","SecureLink         ","Networking       ","Networking      ","B2G            ",55,12,15,700,"Government           ","UAE          ","Ajman     ",2008,"Supplier            ",4.1
"RoboTech           ","RoboGaze          ","Robotics         ","AI               ","Consumer       ",30,9,9,320,"Electronics          ","Japan        ","Fukuoka   ",2017,"Reseller            ",4
"FinTech360         ","FinSys            ","Fintech          ","Blockchain       ","Finance        ",65,15,17,750,"Financial Services   ","Canada       ","Toronto   ",2012,"Partner             ",4.5
"HealthGuard        ","HealthSafety       ","Health Tech       ","Health Tech      ","Healthcare     ",90,20,22,900,"Healthcare          ","Mexico       ","Mexico City",2009,"Strategic Partner    ",4.8
"TechView           ","Visionary          ","Augmented Reality","AR              ","Consumer       ",35,10,11,350,"Electronics          ","USA          ","Austin    ",2015,"Reseller            ",4.2
"CloudScale         ","CloudHub           ","Cloud Services    ","Cloud Computing  ","Enterprise     ",120,25,24,1100,"Technology           ","Germany      ","Cologne   ",2006,"Joint Venture        ",4.9
"SmartERP           ","SmartBiz           ","ERP Solutions     ","ERP              ","B2B            ",55,10,14,600,"Business Services    ","Canada       ","Toronto   ",2008,"Reseller            ",4.3
"CyberGuardian      ","CyberDefender      ","Cybersecurity    ","Security         ","B2G            ",80,15,19,800,"Government           ","UAE          ","Dubai     ",2010,"Supplier            ",4.6
"RoboGrip           ","RoboTech           ","Robotics         ","AI               ","Consumer       ",40,12,10,400,"Electronics          ","Japan        ","Kobe      ",2015,"Reseller            ",4.1
"MindSync           ","DataMinds          ","AI Solutions      ","AI              ","Enterprise     ",130,30,26,1300,"Technology           ","UK           ","London    ",2007,"Strategic Partner    ",4.8
"EcoPower           ","GreenEnergy        ","Renewable Energy ","Green Tech       ","Energy         ",60,10,13,550,"Energy              ","Australia    ","Adelaide  ",2011,"Joint Venture        ",4.4
"TeleHealth         ","HealthConnect      ","Health Tech       ","Health Tech      ","Healthcare     ",85,18,20,850,"Healthcare          ","Mexico       ",Guadalajara,2013,"Reseller            ",4.5
"InfoSync           ","InfoPulse          ","IoT Solutions     ","IoT              ","B2B            ",95,20,22,1000,"Technology           ","USA          ","Chicago   ",2011,"Partner             ",4.7
"QuantumHub         ","QuantumSys         ","Quantum Computing","Quantum Computing","Enterprise     ",120,25,23,1200,"Technology           ","Canada       ","Toronto   ",2009,"Reseller            ",4.9
"VisionX            ","VisionTech         ","AI Solutions      ","AI              ","Enterprise     ",110,22,21,1100,"Technology           ","Germany      ","Munich    ",2013,"Strategic Partner    ",4.6
"MobileGuard        ","MobileSecure       ","Mobile Security   ","Security         ","B2B            ",55,8,12,500,"Technology           ","USA          ","Los Angeles ",2007,"Reseller            ",4.2
"FutureNet          ","FutureConnect      ","IoT Solutions     ","IoT              ","B2B            ",80,15,18,800,Technology,India,Mumbai,2011,Reseller,4.9
